orgcode,orgdesc,storescode,storesname
hzpszx,杭州区,760082,杭州市拱墅区永庆路店
hzpszx,杭州区,760083,杭州市西湖区西城年华店
hzpszx,杭州区,760084,杭州市滨江区月明路店
hzpszx,杭州区,760085,杭州市滨江区迎春北苑店
hzpszx,杭州区,760086,杭州市绍兴越城区东街店
hzpszx,杭州区,760087,杭州市江干区环丁路2店
hzpszx,杭州区,760088,杭州市江干区紫丁香街店
hzpszx,杭州区,760089,杭州市绍兴柯桥区世纪星城店
hzpszx,杭州区,760090,杭州市绍兴越城区鲁迅西路店
hzpszx,杭州区,760091,杭州市绍兴越城区育贤东路店
hzpszx,杭州区,760092,杭州市江干区庆春东路店
hzpszx,杭州区,760093,杭州市绍兴柯桥区大明颐泽苑店
hzpszx,杭州区,760094,杭州市上城区江城路店
hzpszx,杭州区,760095,杭州市绍兴柯桥区金色丽都店
hzpszx,杭州区,760096,杭州市下城区颜三路店
hzpszx,杭州区,760097,杭州市绍兴越城区解放南路店
hzpszx,杭州区,760098,杭州市绍兴柯桥区万达广场店
hzpszx,杭州区,760099,杭州市绍兴柯桥区双渎路店
hzpszx,杭州区,760100,杭州市江干区九阳天筑店
hzpszx,杭州区,760101,杭州市江干区冠宇隽园店
hzpszx,杭州区,760102,杭州市余杭区北辰之光店
hzpszx,杭州区,760103,杭州市绍兴柯桥区湖中路店
hzpszx,杭州区,760104,杭州市滨江区阿里巴巴滨江园区店
hzpszx,杭州区,760105,绍兴市越城区镜湖路店
hzpszx,杭州区,760106,绍兴市越城区昌安农贸市场店
hzpszx,杭州区,760107,杭州市余杭区九曲营路店
hzpszx,杭州区,760108,杭州市上城区复兴南苑店
hzpszx,杭州区,760109,杭州市余杭区邱山大街店
hzpszx,杭州区,760110,杭州市余杭区君临广场店
hzpszx,杭州区,760111,杭州市余杭区碧天家园店
hzpszx,杭州区,760112,杭州市上城区紫花路店
hzpszx,杭州区,760113,杭州市余杭区良渚玉琮路店
hzpszx,杭州区,760114,绍兴市越城区鲁迅东路店
hzpszx,杭州区,760115,绍兴市诸暨和泰路店
hzpszx,杭州区,760116,诸暨市东福路店
hzpszx,杭州区,760117,绍兴市诸暨上海城店
hzpszx,杭州区,760118,杭州市滨江区春晓路店
hzpszx,杭州区,760119,杭州市萧山区拱秀路店
hzpszx,杭州区,760120,杭州市西湖区西溪里店
hzpszx,杭州区,760121,杭州市西湖区竞舟路店
hzpszx,杭州区,760122,杭州市拱墅区和东路店
njpszx,南京区,770001,南京秦淮区铜井巷店
njpszx,南京区,770002,南京鼓楼区马台街店
njpszx,南京区,770003,南京玄武区丹凤街店
njpszx,南京区,770004,南京秦淮区紫金明珠店
njpszx,南京区,770005,南京秦淮区仙鹤桥店
njpszx,南京区,770006,南京江宁区天元吉第店
njpszx,南京区,770007,南京栖霞区南大和园店
njpszx,南京区,770008,南京栖霞区马群新街店
njpszx,南京区,770009,南京建邺区油坊桥店
njpszx,南京区,770010,南京栖霞区仙林湖店
njpszx,南京区,770011,南京栖霞区金尧华府店
njpszx,南京区,770012,南京江宁区上元大街店
njpszx,南京区,770013,南京高淳区高淳怡城店
njpszx,南京区,770014,南京栖霞区万寿路店
njpszx,南京区,770015,南京栖霞区丁家庄燕升园店
njpszx,南京区,770016,南京秦淮区梅花山庄店
njpszx,南京区,770017,南京鼓楼区环宇城店
njpszx,南京区,770018,南京建邺区融侨中央花园店
njpszx,南京区,770019,南京鼓楼区东宝路店
njpszx,南京区,770020,南京江宁区万科金域蓝湾店
njpszx,南京区,770021,南京江宁区天印花园店
njpszx,南京区,770022,南京栖霞区高科荣域店
njpszx,南京区,770023,南京江宁区天元城店
njpszx,南京区,770024,南京建邺区万达西地店
njpszx,南京区,770025,南京建邺区万达华府店
njpszx,南京区,770026,南京江宁区高尔夫国际花园店
njpszx,南京区,770027,南京浦口区旭日爱上城店
njpszx,南京区,770028,南京秦淮区磊功巷店
njpszx,南京区,770029,南京浦口区桂美颂店
njpszx,南京区,770030,南京秦淮区五福街店
njpszx,南京区,770031,南京浦口区明发滨江新城店
njpszx,南京区,770032,南京江宁区麒麟锦城店
njpszx,南京区,770033,南京江宁区南方花园店
njpszx,南京区,770034,南京建邺区万达广场东坊店
njpszx,南京区,770035,南京秦淮区瑞金路店
njpszx,南京区,770036,南京浦口区金城丽景店
njpszx,南京区,770037,南京江宁区恒大绿洲店
njpszx,南京区,770038,南京江宁区太平花苑店
njpszx,南京区,770039,南京浦口区天润城十六街区店
njpszx,南京区,770040,南京雨花台区西善义德店
njpszx,南京区,770041,南京浦口区天润城第五街区店
njpszx,南京区,770042,南京雨花台区金地自在城店
njpszx,南京区,770043,南京浦口区明发滨江南区店
njpszx,南京区,770044,南京浦口区天润城第十二街区店
njpszx,南京区,770045,南京江宁区大学城东方龙湖湾店
njpszx,南京区,770046,南京浦口区旭日华庭店
njpszx,南京区,770047,南京浦口区旭日上城店
njpszx,南京区,770048,南京江宁区瀛洲湾花园店
njpszx,南京区,770049,南京江宁区经纬城市花园店
njpszx,南京区,770050,南京建邺区话园小区店
njpszx,南京区,770051,南京江宁区金王府店
njpszx,南京区,770052,南京江宁区武夷绿洲科建路店
njpszx,南京区,770053,南京江宁区武夷绿洲竹山路店
njpszx,南京区,770054,南京浦口区威尼斯水城五街区店
njpszx,南京区,770055,南京建邺区云河湾店
njpszx,南京区,770056,南京浦口区浦泰和天下店
njpszx,南京区,770057,南京秦淮区雅居乐店
njpszx,南京区,770058,南京市江宁区托乐嘉花园店
njpszx,南京区,770059,南京市江宁区潭桥科宁路店
njpszx,南京区,770060,南京市栖霞区丁家庄燕舞园店
njpszx,南京区,770061,南京市浦口区旭日弘阳广场店
njpszx,南京区,770062,镇江市京口区东景花园店
njpszx,南京区,770063,镇江市京口区世纪名门店
njpszx,南京区,770064,南京市六合区福基旭东新城店
njpszx,南京区,770065,镇江市丹徒区风景城邦店
njpszx,南京区,770066,南京市六合区阿尔卡迪亚店
njpszx,南京区,770067,南京市江宁区湖东路店
njpszx,南京区,770068,南京市浦口区万江共和新城店
njpszx,南京区,770069,镇江市润州区华都名城店
njpszx,南京区,770070,南京市江宁区湖滨公寓胜太路店
njpszx,南京区,770071,镇江市京口区香江花城店
njpszx,南京区,770072,南京市浦口区榴美颂店
njpszx,南京区,770073,南京市浦口区明发滨江新城广场店
njpszx,南京区,770074,南京市江宁区同曦广场店
njpszx,南京区,770075,南京市栖霞区花港幸福城玉兰园店
njpszx,南京区,770076,南京市雨花台区阅城国际城店
njpszx,南京区,770077,南京市六合区紫晶城店
njpszx,南京区,770078,南京市浦口区天润城第七街区店
njpszx,南京区,770079,马鞍山市花山区康城花园店
njpszx,南京区,770080,马鞍山市花山区西湖花园店
njpszx,南京区,770081,马鞍山市花山区汇成上东店
njpszx,南京区,770082,马鞍山市花山区国际华城店
njpszx,南京区,770083,马鞍山市花山区康嘉大景城店
njpszx,南京区,770084,南京市江宁区萃文路店
njpszx,南京区,770085,南京市江宁区新城珑湾花园店
njpszx,南京区,770086,南京市浦口区天华硅谷店
njpszx,南京区,770087,南京市雨花台恒仁翠竹园店
njpszx,南京区,770088,镇江市润州区凤鸣新村店
njpszx,南京区,770089,南京市秦淮区汇景家园店
njpszx,南京区,770090,镇江市丹徒区永裕家园店
njpszx,南京区,770091,南京市浦口区阳光帝景店
njpszx,南京区,770092,南京市栖霞区和燕路店
njpszx,南京区,770093,南京市六合区文馨花苑店
njpszx,南京区,770094,南京市栖霞区南邮广场店
njpszx,南京区,770095,镇江市京口区第一楼街店
njpszx,南京区,770096,南京市建邺区莱蒙水榭春天店
njpszx,南京区,770097,南京市浦口区盛景华庭店
njpszx,南京区,770098,马鞍山市花山区明都财富广场店
njpszx,南京区,770099,南京市浦口区天润城第九街区店
njpszx,南京区,770100,南京市玄武区晏公庙店
njpszx,南京区,770101,南京市江宁区银河湾紫苑店
njpszx,南京区,770102,南京市江宁区银河湾花园店
njpszx,南京区,770103,南京市江宁区东郊小镇四街区店
njpszx,南京区,770104,南京市江宁区东郊小镇七街区店
njpszx,南京区,770105,镇江市丹徒区瑞泰城市花园店
njpszx,南京区,770106,南京市秦淮区三元巷店
njpszx,南京区,770107,南京市六合区盛棠苑店
njpszx,南京区,770108,南京市秦淮区常府街店
njpszx,南京区,770109,南京市玄武区南理工三号门店
njpszx,南京区,770110,南京市浦口区香邑美颂店
njpszx,南京区,770111,南京市浦口区盘金华府店
njpszx,南京区,770112,南京市栖霞区恒大雅苑店
njpszx,南京区,770113,南京市浦口区星岛园店
njpszx,南京区,770114,南京市江宁区天景山路店
njpszx,南京区,770115,南京市六合区龙池花园店
njpszx,南京区,770116,马鞍山市花山区龙灿绿洲花园店
njpszx,南京区,770117,镇江市润州区三茅宫店
njpszx,南京区,770118,南京市浦口区威尼斯第十五街区店
njpszx,南京区,770119,南京市栖霞区花港玫瑰园店
njpszx,南京区,770120,南京栖霞区金山花苑店
njpszx,南京区,770121,南京市建邺区南湖东路店
njpszx,南京区,770122,南京市江宁区翠屏国际城店
njpszx,南京区,770123,南京市浦口区海德北岸城店
njpszx,南京区,770124,南京市浦口区珠泉花园店
njpszx,南京区,770125,南京市秦淮区良城美景店
njpszx,南京区,770126,南京市六合区长河郡店
njpszx,南京区,770127,南京市雨花台区万科金色里程店
njpszx,南京区,770128,南京市建邺区茶南大街明清园店
njpszx,南京区,770129,南京市鼓楼区金域中央店
njpszx,南京区,770130,南京市江宁区殷巷新寓店
njpszx,南京区,770131,南京市鼓楼区复地新都国际店
njpszx,南京区,770132,南京市栖霞区中电颐和家园店
njpszx,南京区,770133,镇江市京口区名仕佳园店
njpszx,南京区,770134,镇江市京口区香江世纪名城店
njpszx,南京区,770135,南京市浦口区威尼斯第六街区店
njpszx,南京区,770136,南京市浦口区香溢紫郡店
njpszx,南京区,770137,镇江市京口区南门大街店
njpszx,南京区,770138,南京市鼓楼区虎踞关路店
njpszx,南京区,770139,南京市浦口区金棕榈店
njpszx,南京区,770140,南京市玄武区高楼门店
njpszx,南京区,770141,南京市江宁区汇景新苑店
njpszx,南京区,770142,南京市建邺区万科金色家园店
njpszx,南京区,770143,南京市六合区荣盛茉莉苑店
njpszx,南京区,770144,南京市江宁区万达竹山路店
njpszx,南京区,770145,南京市建邺区金穗花园店
njpszx,南京区,770146,南京市玄武区聚宝山庄店
njpszx,南京区,770147,南京市秦淮区美林苑店
njpszx,南京区,770148,南京市建邺区恒山花苑店
njpszx,南京区,770149,南京市秦淮区皇册家园店
njpszx,南京区,770150,南京市玄武区成贤街店
njpszx,南京区,770151,南京市玄武区网巾市路店
njpszx,南京区,770152,南京市栖霞区保利罗兰春天店
njpszx,南京区,770153,南京市鼓楼区幕府家园店
njpszx,南京区,770154,南京市鼓楼区工人新村店
njpszx,南京区,770155,马鞍山市花山区东方城二期店
njpszx,南京区,770156,南京市浦口区明发滨江新城西区店
njpszx,南京区,770157,南京市海峡城新亭街店
njpszx,南京区,770158,南京市秦淮区金沙井店
njpszx,南京区,770159,南京市江宁区天地新城店
njpszx,南京区,770160,南京市建邺区海峡城第二街区店
njpszx,南京区,770161,马鞍山市花山区恒大御景湾店
njpszx,南京区,770162,南京市江宁区中海国际智通路店
njpszx,南京区,770163,南京市六合区龙池翠洲店
njpszx,南京区,770164,南京市栖霞区兰亭雅苑店
njpszx,南京区,770165,南京市六合区长江新苑店
njpszx,南京区,770166,南京市鼓楼区人和街店
njpszx,南京区,770167,南京市浦口区香溢紫郡永强路店
njpszx,南京区,770168,南京市江宁区康博花园店
njpszx,南京区,770169,南京市高新开发区新城花漾紫郡店
njpszx,南京区,770170,南京市江宁区麒麟紫荆城店
njpszx,南京区,770171,南京市江宁区文鼎雅苑店
njpszx,南京区,770172,南京市秦淮区延龄巷店
njpszx,南京区,770173,镇江市大港新区赵声路店
njpszx,南京区,770174,南京市雨花台区春江新城店
njpszx,南京区,770175,南京市江宁区莱茵东郡店
njpszx,南京区,770176,南京市浦口区香榭美颂店
njpszx,南京区,770177,南京市浦口区中海万锦熙岸店
njpszx,南京区,770178,南京市江宁区中航樾府店
njpszx,南京区,770179,南京市江宁区保利中央公园店
njpszx,南京区,770180,马鞍山市雨山区和泰天下店
njpszx,南京区,770181,南京市雨花台区明尚西苑店
njpszx,南京区,770182,马鞍山市花山区东方明珠店
njpszx,南京区,770183,南京市六合区大厂晓山路店
njpszx,南京区,770184,南京市玄武区兴贤佳园店
njpszx,南京区,770185,马鞍山市雨山区深业华府店
njpszx,南京区,770186,镇江市京口区南门外大街店
njpszx,南京区,770187,南京市雨花台区景明佳园店
njpszx,南京区,770188,马鞍山雨山区雨顺佳园店
njpszx,南京区,770189,南京市六合区莉湖花园店
njpszx,南京区,770190,南京市六合区雨庭花园店
njpszx,南京区,770191,南京市六合区华城名府店
njpszx,南京区,770192,南京市浦口区通宇林景雅苑店
njpszx,南京区,770193,南京市鼓楼区和会街店
njpszx,南京区,770194,南京市栖霞区中南世纪雅苑店
njpszx,南京区,770195,南京市建邺区五矿崇文金城店
njpszx,南京区,770196,南京市玄武区营苑北路祥和店
njpszx,南京区,770197,南京市浦口区仁锦苑店
njpszx,南京区,770198,南京市六合区欣乐新村店
njpszx,南京区,770199,南京市玄武区恒大翡翠华庭店
njpszx,南京区,770200,南京市江宁区世茂梦享家店
njpszx,南京区,770201,南京市六合区紫晶未来城店
njpszx,南京区,770202,南京市建邺区欧洲城店
njpszx,南京区,770203,南京市浦口区威尼斯第三街区店
njpszx,南京区,770204,扬州市邗江区得祥园店
njpszx,南京区,770205,南京市雨花台区福润雅居店
njpszx,南京区,770206,南京市雨花台区虹悦城店
njpszx,南京区,770207,南京市秦淮区朝天宫西街店
njpszx,南京区,770208,南京市秦淮区保利堂悦店
njpszx,南京区,770209,南京市栖霞区青秀城店
njpszx,南京区,770210,南京市鼓楼区南师大汉口西路店
njpszx,南京区,770211,南京市鼓楼区苏宁情缘店
njpszx,南京区,770212,扬州市经济开发区淮左郡庄园店
njpszx,南京区,770213,南京市六合区大厂草芳路店
njpszx,南京区,770214,泰州市海陵区时尚广场店
njpszx,南京区,770215,扬州市经济开发区桂香苑店
njpszx,南京区,770216,南京市浦口区招商依山溪谷花园店
njpszx,南京区,770217,扬州市广陵区天俊悦府店
njpszx,南京区,770218,南京市秦淮区三条巷店
njpszx,南京区,770219,泰州市海陵区宫涵花园店
njpszx,南京区,770220,南京市江宁区南方花园瑞阳居店
njpszx,南京区,770221,南京市建邺区虹苑新寓店
njpszx,南京区,770222,南京市鼓楼区龙凤玫瑰园店
njpszx,南京区,770223,南京市江宁区保利梧桐语店
njpszx,南京区,770224,南京市秦淮区侯家桥店
njpszx,南京区,770225,扬州市邗江区栖月苑店
njpszx,南京区,770226,南京市玄武区樱海公寓店
njpszx,南京区,770227,南京市鼓楼区世茂滨江新城店
njpszx,南京区,770228,南京市秦淮区乔虹苑店
njpszx,南京区,770229,南京市江宁区龙眠大道义乌店
njpszx,南京区,770230,南京市秦淮区八宝前街店
njpszx,南京区,770231,南京市秦淮区马道街店
njpszx,南京区,770232,南京市鼓楼区新民路五所村店
njpszx,南京区,770233,南京市溧水区荣昌花园店
njpszx,南京区,770234,南京市溧水区水岸新都店
njpszx,南京区,770235,南京市高新开发区侨谊路店
njpszx,南京区,770236,南京市雨花区自在城大方路店
njpszx,南京区,770237,南京市玄武区下马坊店
njpszx,南京区,770238,南京市六合区励志学校店
njpszx,南京区,770239,南京市秦淮区戎泰山庄店
njpszx,南京区,770240,南京市江宁区竹山路明珠小区店
nbpszx,宁波区,780001,宁波江东区天水华都店
nbpszx,宁波区,780002,宁波江东区大步街店
nbpszx,宁波区,780003,宁波鄞州区盛世天城店
nbpszx,宁波区,780004,宁波海曙区青林湾店
nbpszx,宁波区,780005,宁波鄞州区新都美地店
nbpszx,宁波区,780006,宁波鄞州区东湖花园店
nbpszx,宁波区,780007,宁波江北区育才家园店
nbpszx,宁波区,780008,宁波江北区天水广场店
nbpszx,宁波区,780009,宁波江东区华泰街店
nbpszx,宁波区,780010,宁波江北区恒一广场店
nbpszx,宁波区,780011,宁波海曙区西河路店
nbpszx,宁波区,780012,宁波海曙区翠柏店
nbpszx,宁波区,780013,宁波海曙区恒春街店
nbpszx,宁波区,780014,宁波江东区惊驾路店
nbpszx,宁波区,780015,宁波江东区华严街店
nbpszx,宁波区,780016,宁波江东区白鹤店
nbpszx,宁波区,780017,宁波江东区中山路店
nbpszx,宁波区,780018,宁波江东区华侨城店
nbpszx,宁波区,780019,宁波江东区民安路店
nbpszx,宁波区,780020,宁波江北区奥林80店
nbpszx,宁波区,780021,宁波鄞州区印象城店
nbpszx,宁波区,780022,宁波鄞州区四明中路店
nbpszx,宁波区,780023,宁波江东区桑田路店
nbpszx,宁波区,780024,宁波鄞州区石碶店
nbpszx,宁波区,780025,宁波海曙区联丰路店
nbpszx,宁波区,780026,宁波江北区北岸琴森店
nbpszx,宁波区,780027,宁波江东区锦苑小区店
nbpszx,宁波区,780028,宁波海曙区翠柏2店
nbpszx,宁波区,780029,宁波江东区华光城店
nbpszx,宁波区,780030,宁波江北区天合家园店
nbpszx,宁波区,780031,宁波市海曙区月湖盛园店
nbpszx,宁波区,780032,宁波市北仑区学府名苑店
nbpszx,宁波区,780033,宁波市江东区兰亭绿源1店
nbpszx,宁波区,780034,宁波市北仑区横河路店
nbpszx,宁波区,780035,宁波市江东区兰亭绿源2店
nbpszx,宁波区,780036,宁波市江北区洪塘中路店
nbpszx,宁波区,780037,宁波市北仑区四季华庭店
nbpszx,宁波区,780038,宁波市鄞州区世纪花园店
nbpszx,宁波区,780039,宁波市鄞州区永泰花园店
nbpszx,宁波区,780040,宁波市江东区园丁小区店
nbpszx,宁波区,780041,宁波市江东区江南一品店
nbpszx,宁波区,780042,宁波市北仑区长江新花园店
nbpszx,宁波区,780043,宁波市北仑区黄金海岸店
nbpszx,宁波区,780044,宁波市北仑区新大路店
nbpszx,宁波区,780045,宁波市江北区华业街店
nbpszx,宁波区,780046,宁波市海曙区马园路店
nbpszx,宁波区,780047,宁波市北仑区镇大路店
nbpszx,宁波区,780048,宁波市鄞州区集仕港1店
nbpszx,宁波区,780049,宁波市北仑区学苑东路店
nbpszx,宁波区,780050,宁波市鄞州区金湾华庭店
nbpszx,宁波区,780051,宁波市江东区幸福苑店
nbpszx,宁波区,780052,宁波市鄞州区集仕港2店
nbpszx,宁波区,780053,宁波市镇海区骆兴家园店
nbpszx,宁波区,780054,宁波市海曙区青林湾2店
nbpszx,宁波区,780055,宁波市北仑区新恒店
nbpszx,宁波区,780056,宁波市镇海区鼓西店
nbpszx,宁波区,780057,宁波市江东区常青藤小城店
nbpszx,宁波区,780058,宁波市海曙区白云街店
nbpszx,宁波区,780059,宁波市镇海区碧水莲晴店
nbpszx,宁波区,780060,宁波市江北区宁沁家园店
nbpszx,宁波区,780061,宁波市江东区曙光社区店
nbpszx,宁波区,780062,宁波市鄞州区阳光丽园店
nbpszx,宁波区,780063,宁波市海曙区联丰路2店
nbpszx,宁波区,780064,宁波市江东区波波城店
nbpszx,宁波区,780065,宁波市海曙区奥特莱斯店
nbpszx,宁波区,780066,宁波市镇海区清川路店
nbpszx,宁波区,780067,宁波市江东区太古城店
nbpszx,宁波区,780068,宁波市海曙区中山家园店
nbpszx,宁波区,780069,宁波市北仑区天兴家园店
nbpszx,宁波区,780070,宁波市江东区丁香苑店
nbpszx,宁波区,780071,宁波市江东区常青藤小城2店
nbpszx,宁波区,780072,宁波市鄞州区罗蒙环球城店
nbpszx,宁波区,780073,宁波市江东区甬港南路店
nbpszx,宁波区,780074,宁波市江东区中兴社区店
nbpszx,宁波区,780075,宁波市江北区广厦怡庭店
nbpszx,宁波区,780076,宁波市北仑区蓝山广场店
nbpszx,宁波区,780077,宁波市北仑区里仁花园店
nbpszx,宁波区,780078,宁波市江东区福明家园店
nbpszx,宁波区,780079,宁波市江东区演武花园店
nbpszx,宁波区,780080,宁波市镇海区后大街店
nbpszx,宁波区,780081,宁波市海曙区天一家园店
nbpszx,宁波区,780082,宁波市海曙区蓝天路店
nbpszx,宁波区,780083,宁波市北仑人民南路店
nbpszx,宁波区,780084,宁波市鄞州区中海国际店
nbpszx,宁波区,780085,宁波市鄞州区学府1号店
nbpszx,宁波区,780086,宁波市鄞州区永达路店
nbpszx,宁波区,780087,宁波市北仑区高凤路店
cqpszx,重庆区,790001,重庆市九龙坡区奥园康城店
cqpszx,重庆区,790002,重庆市渝北区鲁能星城店
cqpszx,重庆区,790003,重庆市渝北区金科小城故事店
cqpszx,重庆区,790004,重庆市江北区望海花园店
cqpszx,重庆区,790005,重庆市渝北区长安锦绣城店
cqpszx,重庆区,790006,重庆市江北区东原D7区店
cqpszx,重庆区,790007,重庆市南岸区金港尚城店
cqpszx,重庆区,790008,重庆市江北区金科十年店
cqpszx,重庆区,790009,重庆市南岸区贝迪新城店
cqpszx,重庆区,790010,重庆市南岸区回龙湾店
cqpszx,重庆区,790011,重庆市渝北区劲力五星城店
cqpszx,重庆区,790012,重庆市渝北区天邻风景店
cqpszx,重庆区,790013,重庆市九龙坡区华润二十四城店
cqpszx,重庆区,790014,重庆市九龙坡区华润二十四城二店
cqpszx,重庆区,790015,重庆市南岸区骏逸蓝山店
cqpszx,重庆区,790016,重庆市江北区珠江太阳城店
cqpszx,重庆区,790017,重庆市南岸区翡翠明珠店
cqpszx,重庆区,790018,重庆市九龙坡区保利爱尚里店
cqpszx,重庆区,790019,重庆市南岸区国际社区店 
cqpszx,重庆区,790020,重庆市渝中区万科锦程店 
cqpszx,重庆区,790021,重庆市九龙坡区盛世华城店
cqpszx,重庆区,790022,重庆市南岸区上海城店
cqpszx,重庆区,790023,重庆市江北区半山华府店
cqpszx,重庆区,790024,重庆市九龙坡区保利花半里店
cqpszx,重庆区,790025,重庆市渝中区重庆总部城店
cqpszx,重庆区,790026,重庆市九龙坡区华宇名都城店
cqpszx,重庆区,790027,重庆市九龙坡区春江花月店
cqpszx,重庆区,790028,重庆市南岸区东海长洲店
cqpszx,重庆区,790029,重庆市南岸区康德国会山店
cqpszx,重庆区,790030,重庆市沙坪坝区大城小爱店
cqpszx,重庆区,790031,重庆市渝北区融科城店
cqpszx,重庆区,790032,重庆市九龙坡区直港大道店
cqpszx,重庆区,790033,重庆市沙坪坝区南方新城店
cqpszx,重庆区,790034,重庆市南岸区鑫茂E时代店
cqpszx,重庆区,790035,重庆市南岸区万达广场店
cqpszx,重庆区,790036,重庆市南岸区国际社区2店
cqpszx,重庆区,790037,重庆市渝北区鲁能星城2店
cqpszx,重庆区,790038,重庆市渝北区皇冠自由城店
cqpszx,重庆区,790039,重庆市江北区首创鸿恩国际店
cqpszx,重庆区,790040,重庆市渝北区温馨家园店
cqpszx,重庆区,790041,重庆市南岸区龙湖观山水店
cqpszx,重庆区,790042,重庆市南岸区云满庭店
cqpszx,重庆区,790043,重庆市南岸区金辉花样派店
cqpszx,重庆区,790044,重庆市沙坪坝区华宇金沙时代店
cqpszx,重庆区,790045,重庆市南岸区巨成龙湾店
cqpszx,重庆区,790046,重庆市大渡口区天辰华府店
cqpszx,重庆区,790047,重庆市渝北区兴馨嘉园店
cqpszx,重庆区,790048,重庆市大渡口区中交丽景店
cqpszx,重庆区,790049,重庆市渝北区水木年华店
cqpszx,重庆区,790050,重庆市沙坪坝区金象左右店
cqpszx,重庆区,790051,重庆市九龙坡区华美时代城店
cqpszx,重庆区,790052,重庆市江北区保利香雪店
cqpszx,重庆区,790053,重庆市渝北区锦园佳居店
cqpszx,重庆区,790054,重庆市江北区曦城店
cqpszx,重庆区,790055,重庆市渝北区东和春天店
cqpszx,重庆区,790056,重庆市九龙坡区华润二十四城3店
cqpszx,重庆区,790057,重庆市巴南区恒大城店
cqpszx,重庆区,790058,重庆市沙坪坝区华宇秋水长天店
cqpszx,重庆区,790059,重庆市沙坪坝区巨东青春华庭店
cqpszx,重庆区,790060,重庆市华宇江南枫庭店
cqpszx,重庆区,790061,重庆市沙坪坝区富洲新城店
cqpszx,重庆区,790062,重庆市九龙坡区金科阳光小镇店
cqpszx,重庆区,790063,重庆市渝北区富悦景园店
cqpszx,重庆区,790064,重庆市沙坪坝区华宇广场店
cqpszx,重庆区,790065,重庆市沙坪坝区渝碚路店
cqpszx,重庆区,790066,重庆市渝中区雍江御庭店
cqpszx,重庆区,790067,重庆市江北区阳光100城市广场店
cqpszx,重庆区,790068,重庆市沙坪坝区电力小区店
cqpszx,重庆区,790069,重庆市九龙坡区春风与湖店
cqpszx,重庆区,790070,重庆市巴南区丽都锦城店
cqpszx,重庆区,790071,重庆市渝北区融创金贸时代店
cqpszx,重庆区,790072,重庆市南岸区渝能国际店
cqpszx,重庆区,790073,重庆市南岸区中冶林荫大道店
cqpszx,重庆区,790074,重庆市九龙坡区广厦城店
cqpszx,重庆区,790075,重庆市沙坪坝区风华大厦店
cqpszx,重庆区,790076,重庆市江北区珠江太阳城2店
cqpszx,重庆区,790077,重庆市南岸区国际社区4店
cqpszx,重庆区,790078,重庆市渝北区华宇北城雅郡店 
cqpszx,重庆区,790079,重庆市巴南区一城龙洲店
cqpszx,重庆区,790080,重庆市渝北区保利香槟花园店
cqpszx,重庆区,790081,重庆市沙坪坝区富洲新城2店
cqpszx,重庆区,790082,重庆市渝北区莺歌小区店 
cqpszx,重庆区,790083,重庆市江北区南桥丽景店 
cqpszx,重庆区,790084,重庆市巴南区御府观澜阁店
cqpszx,重庆区,790085,重庆市渝北区上品拾陆店 
cqpszx,重庆区,790086,重庆市渝北区象屿两江公元店 
cqpszx,重庆区,790087,重庆市合川区海润国际店 
cqpszx,重庆区,790088,重庆市合川区都市花园店
cqpszx,重庆区,790089,重庆市合川区交通街店
cqpszx,重庆区,790090,重庆市大渡口区朵力品道店
cqpszx,重庆区,790091,重庆市大渡口区东海阿特豪斯店
cqpszx,重庆区,790092,重庆市渝北区富悦麓山别苑店
cqpszx,重庆区,790093,重庆市南岸区金阳骑龙山庄
cqpszx,重庆区,790094,重庆市渝北区融创御锦店
cqpszx,重庆区,790095,重庆市渝北区江与城店
cqpszx,重庆区,790096,重庆市渝北区伟清泊客店
cqpszx,重庆区,790097,重庆市九龙坡区奥园盘龙壹号店
cqpszx,重庆区,790098,重庆市沙坪坝区隆鑫天雨方店
cqpszx,重庆区,790099,重庆市九龙坡区恒大绿洲店
cqpszx,重庆区,790100,重庆市沙坪坝区上岛郦舍店
cqpszx,重庆区,790101,重庆市沙坪坝区布克公馆店
cqpszx,重庆区,790102,重庆市南岸区东海长洲2店
cqpszx,重庆区,790103,重庆市绿韵康城店
cqpszx,重庆区,790104,重庆市九龙坡区同创奥韵店
cqpszx,重庆区,790105,重庆市九龙坡区珠江花园店
cqpszx,重庆区,790106,重庆市沙坪坝区沙坪公园店
cqpszx,重庆区,790107,重庆市九龙坡区南方花园店
cqpszx,重庆区,790108,重庆市南岸区万友七季城店
cqpszx,重庆区,790109,重庆市九龙坡区杨家坪店
cqpszx,重庆区,790110,重庆市沙坪坝区南开店
cqpszx,重庆区,790111,重庆市沙坪坝区都市花园店
cqpszx,重庆区,790112,重庆市沙坪坝区西城丽景店
cqpszx,重庆区,790113,重庆市南岸区融侨城店
cqpszx,重庆区,790114,重庆市南岸区融侨半岛店
cqpszx,重庆区,790115,重庆市南岸区国际社区3店
cqpszx,重庆区,790116,重庆市南岸区都市风采店
cqpszx,重庆区,790117,重庆市康德国会山2店
cqpszx,重庆区,790118,重庆市南岸区骏逸蓝山2店
cqpszx,重庆区,790119,重庆市南岸区珊瑚路店
cqpszx,重庆区,790120,重庆市渝北区龙湖紫都城店
cqpszx,重庆区,790121,重庆市渝北区龙湖西苑店
cqpszx,重庆区,790122,重庆市渝北区鲁能星城3店
cqpszx,重庆区,790123,重庆市渝北区奥园二期店
